year	locale	beforeMonth	month	beforeDay	day	hour	ymdt	duration	unknown	longitude	latitude	elevation	relativeAltitude	continentCode	countryCode	area	locationFlags	miscellaneousFlags	typeOfUfoCraftFlags	aliensMonstersFlags	apparentUfoOccupantActivitiesFlags	placesVisitedAndThingsAffectedFlags	evidenceAndSpecialEffectsFlags	miscellaneousDetailsFlags	description	location	title	ref	refIndex	strangeness	credibility
1952	0	0	12	2	17	92	255	3	0	117.13333333321621	32.699999999967304	30	999	0	2	CLF	231	1	1	128	0	0	0	3	"2 SCRS MNVR OVR COAST+CITY
SLOW TO VHIGH SPEED"	SAN DIEGO,CA	6 SCIENTISTS+TECHS	136	156	6	10
1952	15	0	12	2	19	41	255	2	0	-144.7666666665219	14.444444444430001	3	999	2	4	GUA	183	0	2	128	0	0	2	3	"MYSTERY CYL.>>BTWN CLOUDS
VAPOR TRAIL
/MJ#236"	ANDERSON AFB,GUAM	2/B17+GND OBS	136	157	6	9
1952	13	0	12	2	20	96	255	10	0	-7.0555555555485	43.444444444401	-99	999	3	5	AMR	71	0	1	128	1	32	0	0	"GLIDS OVR US NAVY SHIP
HVRS
RETURNS
"	off CANNES,FR	LRG BRITE SLVR SCR HVRS	136	157	6	7
1952	1	0	12	0	21	128	255	60	0	-172.55555555538302	-43.522222222178705	-99	999	2	2	SI 	195	4	1	128	1	0	0	0	"YLW MANTA SCR >>S
STOPS OVHD
CCLS+MNVRS
 FAST"	SOCKBURN,NZ	SVRL SEP.OBS	136	227	6	9
1952	20	0	12	0	22	117	255	15	0	116.8777777776609	33.9222222221883	732	999	0	2	CLF	67	0	1	128	0	0	0	7	"MUSHROOM-SCR /SHARP ANGLES
/FBI memo
/r136#6p71"	BANNING,CA	AERO-TECHNICIAN	24	15	6	7
1952	18	0	12	2	24	38	255	3	0	104.8111111110063	38.7444444444057	1778	999	0	2	CLR	163	0	1	128	1	0	0	3	"HVRS/AIRFIELD/3min
SILENT
ZOOMS AWAY"	CAMP CARSON,CO	SLVR SCR "CHANGES SHAPE"	136	160	6	8
1952	8	0	12	0	25	140	251	20	0	-19.188888888869702	-33.722222222188506	-99	999	8	1	CAP	67	64	1	5	148	128	32	0	"OBS SHOWN SCR
OID INJURED
DETAILED CVS
/FSR v24#2"	NE/PAARL,RSA	PSH ASKS/WATER	244	3	10	5
1952	2	0	12	0	27	0	253	10	0	104.64444444433981	50.4333333332829	571	999	0	1	SSK	195	0	1	128	0	0	0	0	"MOONSIZE SCR
RED+GRN LITES FLASH top+bottom
/r136#6"	REGINA,SSK	ATC+WEATHERMAN	24	58	6	8
1952	2	0	12	2	28	108	255	5	0	70.89999999992911	42.5666666666241	8	999	0	2	MSC	199	64	3	128	0	0	32	128	"ODD SEMI-CIRCULAR CLOUD MNVRS+VEERS ABOUT
RISES+GONE
(INS)"	BEVERLY,MASS	4 OBS+	136	161	7	8
1952	16	0	12	0	28	139	255	1	0	106.6111111110045	35.0999999999649	1500	0	0	2	NMX	49	0	2	128	0	0	0	2	"ELONGATED CIGAR E>W
SIZE/MEDIUM AF BOMBER
NFD
 BBK/NICAP"	nr ALBUQQ,NM	PILOT	150	0	6	6
1952	16	0	12	0	29	117	255	60	0	-141.5666666665251	42.877777777734906	-99	999	6	1	HKD	183	0	9	128	1	32	2	1	"BRITE SCRS+NLTS FLEE JET
TURN >>W+AWAY
NFD"	CHITOSE AFB,JPN	F84+B26+ATCs+RDRs	172	189	7	10
1952	16	0	12	2	29	127	255	10	0	103.49999999989652	35.333333333298	1240	999	0	2	NMX	179	0	8	128	2	0	0	3	"VBRITE WHT NLT LITES CLOUDS
3X SIZE/C54
RISES 7K'/5sec"	ENE/TUCUMCARI,NM	2/B26	136	163	5	8
1952	2	0	12	2	30	0	249	2	0	1.1333333333322	46.1444444443983	-99	999	3	5	CHM	71	0	17	128	0	0	0	128	"UFO DARTS FROM CLOUD
RISES
SHOOTS> E+BACK
EXITS>>NE"	La ROCHELLE,FR	29-31Dec	136	163	7	7
1952	12	0	12	2	30	72	255	2	0	-151.45555555540412	-33.4555555555221	-99	999	2	1	NSW	71	0	8	128	0	0	0	3	"> N SLOWLY
TURNS >>E +AWAY VFAST"	TERRIGAL,NSW,AUSTRL	BRILL.NLT/2000'alt	136	165	5	6
1952	16	0	12	2	31	29	255	5	0	67.13333333326621	18.4666666666482	65	999	0	2	PRC	179	0	32	128	0	0	0	3	"RED-ORG FBL SEEN/5min
PASSES PLANE+CLIMBS O/O/S
/MJ#236"	RAMEY AFB,PR	2/RB36	136	166	5	8
1953	0	0	1	0	0	126	215	20	0	2.2444444444422	53.477777777724306	73	999	3	1	ENG	195	1	8	128	0	0	0	0	"BRITE RED NLT HVRS/20min
ZIPS OFF W>>NW/20sec"	MANCHESTER,ENG	ASTRONOMER/TSCOPE	18	70	5	7
1953	18	0	1	0	1	20	255	2	0	68.64444444437581	44.9333333332884	33	999	0	2	MNE	35	0	17	128	0	0	32	3	"SMALL RINGED ORB>>NNE
ZIGZAGS+CHANGES CLRS
SPINS/BOTH DIRs"	OLD TOWN,ME	BBK	137	102	7	6
1953	8	0	1	1	1	60	254	5	0	118.13333333321519	34.2333333332991	600	999	0	2	CLF	67	4	1	128	0	0	0	0	"MTLC OVOID BTWN MTN PEAKS
HVRS+RISES then SHOOTS AWAY"	N/PASADENA,CA	1/PARADE	137	145	6	6
1953	20	0	1	0	1	125	255	1	0	111.9111111109992	47.177777777730604	1060	999	0	2	MNT	35	0	1	128	0	0	32	3	"ANDERSON
SCR/LIT WINDOWS
SEEN/10sec 15M ovr RIVER
3600mph"	NW/CRAIG,MT	BBK#2315	137	102	7	7
1953	1	0	1	0	1	126	255	10	0	114.07777777766371	51.0333333332823	1088	999	0	1	ALB	67	0	8	128	0	0	0	0	"BRITE OBJ HVRS/10min/NW HRZN
AWAY/FANTASTIC ACCELERATION"	CALGARY,ALTA	2 OBS	137	102	5	7
1953	20	0	1	0	3	72	253	6	0	43.67777777773411	-20.7888888888681	885	0	1	1	RDJ	67	0	1	5	4	146	32	0	"3 OIDS SCOOP DIRT/ROAD>13cm CYL
OBS FROZEN
SCR"	SANTANA dos MONTES,BRZ	4M SCR	113	143	8	6
1953	20	0	1	0	4	97	255	2	0	-34.999999999965	32.811111111078304	-99	999	10	6	HFA	199	4	3	128	0	0	0	0	"VFAST CGR EXITS CLOUD
LO ALT
Mt CARMEL"	HAIFA,ISRAEL	4+SVRL	137	105	6	9
1953	12	0	1	0	4	113	255	1	0	80.6333333332527	28.1222222221941	6	999	0	2	FLR	71	0	4	128	0	0	32	3	"FLYING WING/800kph
<150m alt
NNW>>SSW
SILENT"	4mi N/EAU GALLIE,FL	2 OBS	137	106	7	7
1953	0	0	1	0	6	7	255	120	0	96.8444444443476	32.8777777777449	148	600	0	2	TXS	227	4	4	128	0	0	32	3	"DLT >>S
VFAST
MANY MNVRS
RISES>80K'"	LOVE FIELD+DALLAS,TX	ATCS+MANY	137	107	8	11
1953	12	0	1	0	6	114	255	2	0	-176.9222222220453	-39.4999999999605	-99	999	2	2	NI 	71	132	1	128	0	0	0	128	NFD	NAPIER,NEW ZEALAND	LRG BRITE CIRC.OBJ FADES TO RED GLOW+DISAPPEARS	137	107	6	6
1953	2	0	1	1	6	129	255	2	0	-174.3111111109368	-35.7222222221865	-99	999	2	2	NI 	67	132	1	128	0	0	0	0	">> E RISING
FLASH
U-TURN >>W inland
/r136#4p4"	NGUNGURU++,NZ	SCR SEEN WIDELY	137	148	6	9
1953	0	0	1	0	6	129	255	1	0	-174.7333333331586	-36.866666666629804	-99	999	2	2	NI 	199	140	2	128	0	0	0	0	"FAST
10 secs+gone
/r137#4p4"	AUCKLAND,NZ	LUMn CGR +/or SPHERE SEEN WIDELY >>SE	137	108	5	9
1953	16	0	1	0	6	129	255	2	0	-175.111111110936	-38.333333333295	-99	999	2	2	NI 	83	132	32	128	0	0	0	0	"BRILL ORANGE FBL W/REDDISH TAIL
GOES STEADILY E>>W"	TE KUITI,NI,NZ	AIRBORN OBS	137	107	4	6
1953	18	0	1	0	8	44	255	15	0	119.29999999988071	47.166666666619506	325	999	0	2	WSH	179	0	1	128	1	0	2	3	"60+OBS
RDR-VIS
SLNT SCR>>SW/948 MPH
AF JETS CANT CATCH"	LARSON AFB,WA	BBK#2323	137	108	6	11
1953	2	0	1	0	8	134	255	10	0	-170.3444444442741	-45.8777777777319	-99	999	2	2	SI 	67	4	8	128	0	0	0	128	"VANISHES
REAPPEARS W/ MOTION"	MOSGIEL,SI,NZ	TRIANGLE-GLOW W/SML WHT NLT	137	108	5	7
1953	16	0	1	0	9	117	255	1	0	117.84444444432661	33.7444444444107	35	999	0	2	CLF	179	0	8	128	1	32	0	0	"VFORM/BLU NLTS NEAR B29
BANK+CLIMB AWAY
/r242p21"	ovr SANTA ANA,CA	B29 PILOTS	137	108	5	7
1953	3	0	1	0	10	95	255	14	0	122.5333333332108	38.366666666628305	30	999	0	2	CLF	163	0	1	128	0	0	32	3	"2 HIQ OBS
OBJ/90+180�TURNS+STOPS

>>NW"	NW/SONOMA,CA	BBK#2326	55	115	7	8
1953	2	0	1	0	11	108	254	3	0	99.14444444434531	30.0444444444144	494	999	0	2	TXS	67	0	1	128	0	0	8	16	"HUGE RED-ORG GLOW-OVOID
BUZZES
CCLs TOWN
ODD TV RFI"	KERRVILLE,TX	4 TEENS	198	190	7	7
1953	4	0	1	1	13	78	253	2	0	110.6999999998893	35.011111111076104	1490	999	0	2	ARZ	195	4	9	128	1	32	0	0	"RND VBRITE OBJ MNVRS ALLO TO STUDY B36?
AWAY+BACK SVRL X"	nr WINSLOW,AZ	3/RANCH	137	165	6	7
1953	12	0	1	1	14	141	255	1	0	-170.8333333331625	-44.999999999955	-99	999	2	2	SI 	67	12	33	128	0	0	0	0	"BLU OBJ W/RED RIM >>SW/800kph
S/L then SHOOTS UP
NFD"	DUNEDIN,NZ	BAKER	137	165	5	6
1953	2	0	1	0	15	78	253	1	0	-28.7333333333046	-20.222222222202	-99	999	8	2	ZIM	67	4	1	128	0	0	1	0	2 PROF.FOTOS SHOW CURVY LINES	BULAWAYO,RHOD	MOONSIZE SLVR OBJ CROSSES SKY	210	25	6	6
1953	2	0	1	0	16	39	255	3	0	157.8444444442866	21.3111111110898	6	999	0	2	HWI	39	0	1	128	0	0	0	3	"VFAST SCR/3min
SILENT
NO CONTRAIL
(possibly 14July'53)"	HONOLULU,HI	1 MIL OBS	137	112	6	6
1953	20	0	1	0	17	96	255	2	0	90.8333333332425	14.411111111096702	1000	2000	0	4	GUA	67	0	3	128	0	0	0	3	">NW/400mph
90�UP!
CONTINUES"	SE/VOLCAN FUEGO,GUAT	HUGE GOLD OVOID/6500'alt	137	160	6	6
1953	2	0	1	0	19	108	255	6	0	98.12222222212411	27.355555555528202	83	999	0	2	TXS	67	0	3	128	0	0	0	3	"SCR-CGR/600'alt
DRIFTS/SVRL MINUTES
>>SW/INCREDIBLE SPEED"	PREMONT,TX	MINISTER	137	161	6	6
1953	12	0	1	0	20	0	253	1	0	-9.4555555555461	42.7111111110684	-99	999	3	5	HCR	71	128	2	128	0	0	32	0	"3rd sighting recently
NFD"	BASTIA,CORSICA,FR	LUM.CGR LEAVES 'FLAKY TRAIL'	137	161	6	6
1953	2	0	1	1	20	21	255	1	0	-168.9666666664977	-46.0999999999539	-99	999	2	2	SI 	67	0	32	128	0	0	0	0	"LUMn.OBJ >> ESE
SUDDEN SHARP TURN >>N OVR TOWN
"no meteor""	GORE,NZ	BAKER	137	166	5	6
1953	1	0	1	0	20	60	253	1	0	2.1999999999978	51.3111111110598	54	999	3	1	ENG	67	0	1	128	3	0	0	128	"BRILL.SCR OVHD
RAYS LITE ENTIRE NEIGHBORHd"	TROWBRIDGE,WILTS	POSTMAN/THICK FOG	137	161	7	6
1953	18	0	1	0	24	41	255	1	0	-126.92222222209531	37.277777777740496	-99	999	5	9	SEO	39	0	17	128	0	0	0	1	"2 36cm SCRS FAR TO EAST/K14 AIRBASE
LOST IN CLOUDS"	SUWON,KOREA	AIRMAN/5sec	116	65	6	6
1953	8	0	1	0	25	78	253	2	0	117.63333333321572	34.2888888888546	3060	999	0	2	CLF	67	0	1	128	0	0	0	0	"SLVR OVOID HVRS then WOBBLES
> DESERT
AF jet searches"	Mt.BALDY,CA	OBS/SKI-LIFT	210	18	6	6
1953	2	0	1	0	25	120	253	10	0	85.6777777776921	42.9333333332904	183	999	0	2	MCH	195	4	1	128	0	0	0	0	"WHT DISK FRISKS ALLO SKY/SVRL min
ZIGZAGS OVR ROAD"	GRAND RAPIDS,MI	MANY OBS	210	16	6	11
1953	7	0	1	0	25	128	255	7	0	80.4555555554751	33.7333333332996	58	75	0	2	SCR	195	0	13	128	0	0	0	3	"WHT OBJ HVRS 250' ovr WOODS
SHAPE UNK
SWAYS+ MOTION
/7min"	PINEWOOD,SC	10 OBS	137	161	6	9
1953	18	0	1	0	26	110	255	1	0	76.86666666658981	42.7444444444017	220	2500	0	2	NYK	163	0	2	128	0	0	0	0	"HI-Frq HUM
HAZY ENDS
2500M alt?"	SAMPSON AFB,NY	60x4m LUMn CGR E>W/SLIGHT CLIMB	171	5	6	7
1953	8	0	1	0	26	128	255	45	0	108.4111111110027	35.422222222186804	2000	999	0	2	NMX	179	8	17	128	0	0	2	135	"WHT 1" DISK >N SLOWLY
LOST/DISTANCE"	W/CONTINENTAL DIVIDE,NM	PILOT+GND RDR	37	143	4	9
1953	18	0	1	0	27	60	255	3	0	117.26666666654941	33.911111111077204	467	999	0	2	CLF	35	0	1	128	0	0	0	3	"BIG SILNT SLVR SCR HVRS+WOBBLES
TERRIFIC SPEED"	MARCH AFB,CA	2 Sgts INCL KOONCE	137	163	6	7
1953	16	0	1	0	27	64	255	6	0	119.64444444432482	36.3222222221859	75	999	0	2	CLF	51	0	1	128	0	0	0	3	"BRILL.SLVR PIE-PLATE
THEN 4 MORE COME+GO
1 STAYS/5min"	ovr HANFORD,CA	T33 PILOT	137	163	6	6
1953	18	0	1	0	27	82	255	88	0	121.76666666654491	37.6777777777401	166	999	0	2	CLF	211	4	1	128	1	1	0	0	"BRITE-MTL SCRs ovr NEW AEC NUCL FACILITY
/r28p326"	LIVERMORE,CA	GOC+AIR CIV OBS	242	39	7	9
1953	3	0	1	0	27	123	255	45	0	90.66666666657599	41.5222222221807	228	999	0	2	IOW	195	0	1	128	1	0	0	11	"SILENT 300' ORB MOVES>>W
TERRIFIC SPEED
STOPS+BOBS ABOUT"	W/DAVENPORT,IA	2 COPS	137	165	6	8
1953	18	0	1	0	28	78	255	6	0	119.09999999988091	34.0666666666326	0	999	0	2	CLF	173	0	17	128	1	32	32	3	"3/SHIP
50cm SCR nr REMOTE-CTRL DRONE TESTS
FAST"	off POINT MUGU NAS,CA	BBK#1261	185	19	8	8
1953	16	0	1	0	28	86	255	1	0	118.61111111099251	34.0444444444104	34	999	0	2	CLF	213	0	1	128	0	0	32	3	"4 HUGE MTL SCRS
>1000mph
EACH THE SIZE of a B36 BOMBER"	MALIBU,CA	3/TEST-PLANE	137	166	7	8
1953	20	0	1	0	28	109	255	12	0	117.7666666665489	33.899999999966106	125	999	0	2	CLF	35	0	1	128	0	0	0	3	5 SLNT ORBS CHANGE VFORM>ROW-FORMn+BACK	MARCH AFB><REDONDO BEACH,CA	USAF SGT	137	167	6	6
1953	20	0	1	0	28	109	255	12	0	117.47777777766031	33.911111111077204	210	999	0	2	CLF	163	0	1	128	0	0	0	3	"5 SILENT ORBS/FORMATION
150mph/2K'alt
SE>>NW/12min"	5mi SW/CORONA,CA	AF Sgt	137	167	6	6
1953	16	0	1	0	28	119	255	3	0	-8.6999999999913	50.09999999994991	-99	999	3	3	HSS	179	0	8	128	0	0	0	3	"NLT/VIOLENT MNVRS
HVRS
MORE MNVRS
>>FANTASTIC SPEED"	FRANKFURT,GERM	2/AF JET+1	137	167	5	8
1953	16	0	1	0	28	126	255	5	0	117.87777777765992	33.6333333332997	3	999	0	2	CLF	181	0	1	128	0	0	2	3	"JET CHASES FIERY SCR >>NW UP COAST
TOO FAST
/r242"	NEWPORT BEACH,CA	ATC RDR+	210	17	6	8
1953	16	0	1	0	28	130	255	20	0	84.1666666665825	31.599999999968404	63	999	0	2	GRG	179	64	1	128	1	32	2	131	"SCR AVOIDS F86
ATC RDR CONFIRM
SPLITS/3?
/r242+/r43p20"	nr ALBANY,GA	BBK#2365	29	226	7	9
1953	16	0	1	0	29	72	253	5	0	68.71111111104241	45.655555555509906	109	999	0	2	MNE	179	0	1	128	0	0	32	195	"PLAIN DRK GRY SCR
RDR INVSBL!
/r172p219"	MILLINOCKET+PRESQUE ILE,ME	SVRL JETS	55	58	7	9
1953	20	0	1	0	29	128	255	5	0	86.89999999991309	34.3666666666323	186	999	0	2	ALB	67	0	1	128	0	0	0	3	"SCR/4000'alt
350mph
TILTED/1 SIDE
90-TURN STRAIGHT"	US31 nr FALKVILLE,AL	1 OBS	137	169	6	6
1953	3	0	1	1	29	140	255	25	0	79.04444444436541	33.8333333332995	12	25	0	2	SCR	71	76	1	128	0	136	160	0	"PORTS
HUMS
OBS SHOOTS
OBJ >>"	CONWAY,SC	7M OVOID OVR TREES	137	170	4	7
1953	7	0	1	0	30	117	255	1	0	114.4777777776633	32.666666666634	55	999	0	2	ARZ	195	1	8	128	1	176	0	3	"NLT SPINS ovr MECHANIC AT PLANE

/r198p152"	US80 E/YUMA,AZ	RESEARCH CHEMIST+2	242	51	5	9
1953	3	0	2	0	0	112	247	2	0	-2.9555555555526003	50.311111111060804	-99	999	3	5	PDC	195	0	1	128	0	0	40	32	"SCR/BLUE FLASHES
WIRES SMELL BURNT
>>W
/r30p65"	NNW/BIACHE-St-VAAST,FR	3 OBS	194	130	7	8
1953	8	0	2	0	3	62	255	60	0	114.26666666655241	42.9111111110682	1259	999	0	2	IDH	243	0	1	128	0	0	32	3	"SLNT SLVR SCR ZIGZAGS TO AVOID MIL JETS
>>W/VHI ALTITUDE"	DIETRICH,ID	4 GOC OBS	137	174	7	9
1953	16	0	2	0	3	78	253	2	0	77.03333333325631	35.533333333297804	3	999	0	2	NCR	181	0	2	128	0	0	2	0	"WHT CGR RISES 3km/SECONDS
then DROPS+>>E"	ovr WASHINGTON,NC	2 USMC F6Fs+GND RDR	242	31	6	8
1953	7	0	2	1	4	83	255	5	0	114.59999999988541	32.699999999967304	48	999	0	2	ARZ	131	0	1	128	0	0	0	3	"2 DULL WHT RND OBJs CURVE UP+ >W AGAINST WIND
/MJ#238 "	YUMA,AZ	1/THEODOLITE	137	176	6	7
1953	16	0	2	1	6	7	255	5	0	117.3666666665493	47.2333333332861	680	2100	0	2	WSH	51	0	8	128	0	0	0	3	"WHT NLT CIRCLES>>SE/7000'alt
200kts
SHORT FLASHES"	ovr ROSALIA,WA	USAF B36 CREW	172	1	5	7
1953	15	0	2	0	6	72	255	1	0	-151.75555555540382	7.4111111111037005	4	999	2	4	CPC	39	0	2	128	0	0	0	1	"BULLET SHAPED OBJ SAILS OVHD
NO WINGS/TAIL"	TRUK Isl,PACIFIC	ARMY WEATHERMAN	31	141	6	6
1953	2	0	2	0	9	63	255	3	0	80.75555555547481	36.111111111075004	313	999	0	2	NCR	83	0	2	128	0	0	0	3	"USMC PILOT CHASES ROCKET-LIKE OBJ/3+min
NFD
/r78p167"	HAMPTONVILLE,NC	BBK#UNK	242	31	6	7
1953	18	0	2	0	10	3	255	3	0	-124.8333333332085	38.5333333332948	-99	999	5	9	NKR	167	0	1	128	1	32	0	3	"TURNS RED
>>SW
OTHERS SEE SCR"	XC5555 NE/CHO-DO Isl,N.KOREA	METEOR STOPS+MNVRS	116	66	6	8
1953	18	0	2	0	10	36	255	220	0	77.47777777770031	37.566666666629104	57	999	0	2	VRG	227	0	17	128	1	112	0	3	TOTAL CHECKOUT	RICHMOND,VA	2 20'SCRS+PROBES SEEN/4 SEP.POSTS/MIL.DEPOT/2 days	137	179	6	10
1953	16	0	2	1	11	0	253	30	0	-11.666666666655	34.9111111110762	-99	999	2	9	AIR	181	0	9	128	1	32	0	0	"BUZZED/DISK
FALLS BACK+FOLOS/LONG TIME
/r242"	TRIPOLI><TUNIS	USAF C119 CREW	172	1	7	9
1953	16	0	2	0	11	132	255	8	0	76.6111111110345	36.0444444444084	5	999	0	2	NCR	167	0	1	128	3	0	10	64	"RDRs
COCKPIT LIT
ODD EFFECTS"	EDENTON,NC	2 USMC F9s CHASE DISK >> N+>>S	150	23	7	7
1953	18	0	2	0	13	16	255	10	0	97.3111111110138	32.7333333333006	191	999	0	2	TXS	243	8	8	128	0	0	2	3	"3 NLTS/FORMn
ROLLS+MNVRS
NFD
/r242"	CARSWELL AFB,TX	RDR-VIS/B36 BOMBER CREW	37	123	4	8
1953	0	0	2	0	13	21	255	150	0	122.2777777776555	37.8333333332955	2	999	0	2	CLF	231	4	48	128	0	0	0	0	"WHT FBL >>W OVR GG-BRIDGE
JUMPS ABOUT
"BLINKY""	W/EMERYVILLE,CA	MANY SEP.OBS	210	17	5	10
1953	2	0	2	0	13	84	254	3	0	4.2333333333291	57.4666666666092	37	999	3	1	SCT	199	4	1	128	0	0	0	0	DARTS ALLO VFAST	INVERNESS,SCOTLAND	SCR=CIGAR-SHAPE WHEN IT TILTS	137	184	6	8
1953	0	0	2	0	13	107	255	24	0	122.4777777776553	37.8333333332955	16	999	0	2	CLF	199	4	17	128	1	112	0	16	""BLINKY" BACK
VARIOUS MNVRS
THROB SOUND"	SAN FRANCISCO,CA	TOLL COLLECTOR+MANY	210	17	7	11
1953	1	0	2	1	13	110	255	1	0	78.88888888881	33.6888888888552	9	999	0	2	SCR	67	132	9	128	0	0	0	0	"SLVR-GRY OVOID W/LITES SWOOPS DN
LEVELS OFF >>SW"	MYRTLE BEACH,SC	4 OBS	137	177	5	7
1953	16	0	2	0	13	123	255	10	0	91.7555555554638	38.111111111073	350	999	0	2	MSO	177	0	24	128	1	32	0	3	"30cm WHT NLT BUZZES+PACES C47
MAKES 90-TURN UPWARD+GONE"	nr VICHY,MO	FLITE CREW	137	183	6	8
1953	3	0	2	1	14	132	253	25	0	78.88888888881	34.0555555555215	30	21	0	2	SCR	67	132	1	128	3	8	128	16	"3 BEAMS DOWN
PIG FOUND DEAD
NOISY
>W"	LORIS,SC	25M OVOID/21m ALT ovr BARNYARD	137	179	7	6
1953	16	0	2	1	16	143	255	15	0	149.7888888887391	60.9888888888279	0	600	0	2	ALS	183	0	8	128	1	32	0	3	"RED 90cm NLT > NE
HVRs
+>>W
NO RDR"	TURNAGAIN ARM,AK	5 OBS+JET CHASE	137	183	5	8
1953	2	0	2	0	17	132	255	17	0	82.9888888888059	44.033333333289306	180	999	0	2	MCH	35	0	8	128	0	0	2	3	"UID
CE2+
GND-RDR OBS
1 UFO/17 MIN"	PORT AUSTIN,MICH	BBK#2419	185	20	3	8
1953	16	0	2	0	20	135	255	10	0	121.27777777765651	37.9444444444065	5	999	0	2	CLF	177	0	24	128	1	32	0	3	"AF B25 PILOTS
2 SEP.NLTS/COLLISION COURSE
AWAY FAST
/r150"	STOCKTON,CA	BBK#2426	185	20	4	8
1953	2	0	2	0	21	0	253	60	0	-112.6222222221096	-7.988888888880901	-99	999	6	9	JVA	195	4	1	128	0	0	0	0	"MTL SCR SEEN 2X HI+LOW
RISES VFAST+>>N"	MALANG,JAVA,INDONESIA	(UP) MANY OBS	137	192	6	11
1953	1	0	2	0	22	72	255	6	0	-138.5999999998614	-34.9222222221873	-99	999	2	1	SAU	71	4	1	128	0	0	0	0	"2 ROTATING SCRS MEET
GO
RETURN/DIFF.DIRECTION
ZIP "	ADELAIDE,S.AUSTR	2 OBS	137	192	6	7
1953	2	0	2	1	22	93	255	1	0	80.06666666658661	42.0333333332913	195	999	0	2	PNS	195	0	1	128	0	0	0	3	"150' GLOW-SCR 1.25mi OUT OVR Lk ERIE >>W
BRITE+SILENT"	ERIE,PA	HIQ GOC SPOTTER	172	2	6	7
1953	2	0	2	0	23	0	253	1	0	-123.03333333321031	0.5777777777772001	-99	999	6	9	CLB	199	0	1	128	0	0	0	3	VFAST N>>S	CORONTALO,CELEBES,INDONESIA	STRANGE OVOID RADIATES GRAY-GRN LITE	137	192	6	8
1953	15	0	2	1	23	125	255	10	0	-138.4222222220838	37.99999999996201	5	999	6	1	HNS	163	4	1	128	0	1	0	0	"FLAT ELLIPSE
RED CTR+BLU GLOW
VANISHES
REAPPEARS"	SADO ISLAND,JPN	6/LIGHTHOUSE	137	184	6	9
1953	5	0	2	0	25	0	253	40	0	-114.36666666655232	4.6333333333287	-99	999	6	11	BRN	199	0	25	128	1	64	0	3	"BRITE NLT-SCR ROTATES/30K'alt/40min
big oil field"	SERIA,BRUNEI,BORNEO	100s/OBS	137	193	6	12
1953	2	0	2	0	26	70	255	4	0	93.7444444443507	32.511111111078606	63	999	0	2	LSN	227	0	1	128	0	0	0	131	"1 OBS
5 SCRS/10K'alt
3 VANISH+2 REMAIN/90-TURNS  etc"	SHREVEPORT,LA	BBK#2543	137	193	8	6
1953	7	0	2	1	26	132	249	3	0	105.99999999989402	32.8333333333005	1320	999	0	2	NMX	195	5	1	128	0	0	0	64	"ORG-YLW DISK >E
CLRD SPOTS/RIM
SHOOTS UP XFAST"	nr ALAMOGORDO,NM	2 SCIENTISTS	137	187	6	8
1953	18	0	2	0	27	4	255	3	0	98.444444444346	29.344444444415103	160	999	0	2	TXS	35	0	8	128	0	0	0	3	"2nd NLT FOLOS
SILENT
>>S"	BROOKS AFB,TX	NLT CIRCLES MOONS IMAGE/WAVERING TRAJ	137	193	5	7
1953	0	0	2	0	28	112	255	120	0	-35.5222222221867	33.8666666666328	-99	999	10	10	BEI	199	5	9	128	0	0	0	0	"10 SLNT SCRS+NLTS PARADE>>W
/r70p3-12"	BEIRUT,LEBANON	AERO ENG+MANY	48	129	6	10
1953	0	0	3	2	0	62	247	4	0	83.0444444443614	42.3444444444021	200	999	0	2	MCH	179	72	2	128	0	0	34	135	"CGRS >W
VANISH but still on RDR
/r37p151"	DETROIT,MI	F94 PILOT+GND+AIR RDRs	137	12	5	8
1953	16	0	3	0	3	81	255	7	0	114.21111111099691	33.666666666633	267	999	0	2	ARZ	177	4	3	128	0	0	1	1	"100M SCR-CGR+LONG CONTRAIL
/FSR v24#2+r150"	nr QUARTZITE,AZ	30'/16mm USAF FILM	29	229	6	11
1953	18	0	3	1	5	66	253	3	0	114.59999999988541	32.6555555555229	66	999	0	2	ARZ	227	4	1	128	1	32	32	0	"12 DISKS RACE ovr AF RDR-GUNNERY MEET
STOP/HI ALT
VANISH"	YUMA,AZ	20 MIL+CIV	137	250	6	10
1953	18	0	3	0	5	95	255	127	0	81.73333333325161	33.3111111110778	30	999	0	2	SCR	179	0	1	128	1	65	2	3	"ANG 5F1s+RF80
SCR"	SAVANNAH R.H-BOMB PLANT,SC	2 SEP RDR-VIS JET SCRAMBLES/2hrs!	137	203	8	10
1953	14	0	3	0	6	23	255	1	0	-12.399999999987601	39.5666666666271	0	999	3	11	TYR	9	0	1	128	0	0	0	3	SML MTL SCR>>ESE/VFAST	TYRREHENIAN SEA 12.24E-39.34N	ISRAELI SS MEIR DIZENGOFF	137	213	6	7
1953	12	0	3	1	8	60	255	9	0	-138.58888888875032	-35.0888888888538	20	999	2	1	SAU	199	0	17	128	0	0	0	0	"WHT ORB/5000kph
STOPS
ORBS EXIT
2nd APPEARS"	SSW/ADELAIDE,S.AUS	2 OBS	137	254	6	7
1953	18	0	3	1	8	130	255	35	0	-130.666666666536	33.8777777777439	10	300	6	1	KYU	175	0	8	128	1	96	2	0	"NLTS ovr RUNWAY
FAST ASCENT
BOAT+PLANE SEARCH"	ASHIYA AFB,JP	NMRS MIL OBS+RDR	137	254	6	9
