year	locale	beforeMonth	month	beforeDay	day	hour	ymdt	duration	unknown	longitude	latitude	elevation	relativeAltitude	continentCode	countryCode	area	locationFlags	miscellaneousFlags	typeOfUfoCraftFlags	aliensMonstersFlags	apparentUfoOccupantActivitiesFlags	placesVisitedAndThingsAffectedFlags	evidenceAndSpecialEffectsFlags	miscellaneousDetailsFlags	description	location	title	ref	refIndex	strangeness	credibility
1963	3	0	9	0	20	69	255	2	0	-13.022222222209201	43.8333333332895	-99	999	3	9	AN 	71	0	1	128	0	128	32	16	"TUBE EXTENDS
SCRAPES GND/FAST MNVRS
WHISTLES"	FANO,ITL	MTLC CONE SCR nr GND	39	55	7	5
1963	4	0	9	3	20	113	255	15	0	93.7444444443507	36.099999999963906	439	999	0	2	ARK	67	8	1	128	0	0	0	0	"OVOID >W IN S.SKY
DIMS
FADES/DISTANCE
balloon?/r242p141"	HUNTSVILLE,ARK	RANCHER	210	1	4	6
1963	2	0	9	0	26	25	254	2	0	122.0666666665446	37.36666666662931	39	999	0	2	CLF	195	0	1	128	0	0	32	8	"GRY DISK>W
1 PULSE/3sec
JUMPS 4� BTWN PULSES
/r70p3-86"	SUNNYVALE,CA	COPS+MANY	242	63	7	10
1963	8	0	9	1	26	26	255	1	0	122.11111111098901	37.3111111110738	120	999	0	2	CLF	67	0	1	128	0	0	0	0	"SUNNYVALE SCR PULSES >W OVR COAST Mtns
/r242p63"	MONTE VISTA,CA	2/CEMENT WORKS	70	130	6	7
1963	16	0	10	0	0	0	228	15	0	-114.2555555554413	30.4999999999695	-99	999	5	1	HUB	211	0	1	128	1	32	34	64	"BIG COVERUP
/r208p44 "	KUANGTUNG><WUHAN,CH	AIRLINER CHASED/3 LUM SCRS/15 MIN	120	208	6	8
1963	8	0	10	0	0	18	231	120	0	111.8666666665548	48.8777777777289	1020	1980	0	2	MNT	195	0	1	128	3	2	1	16	"3 SCRS >W
STOP
MNVR
BEAMS"	E/SUNBURST,MT	4 INS MEN	72	2	6	8
1963	13	0	10	0	0	54	247	2	0	122.5777777776552	48.1333333332852	79	999	0	2	WSH	71	64	1	1	0	130	32	0	"3 FIGs INSIDE
TILTS
SINKS PARTLY/SOIL
GROWS!"	WHIDBEY ISL,WA	UFO	4	232	10	7
1963	1	0	10	0	0	108	247	1	0	-114.1888888887747	26.5333333333068	-99	999	5	1	JNX	67	0	1	128	0	0	0	0	"5M SCR >>OVHD
DROPS/100M alt
SHOOTS+AWAY
/r120"	JINGGANGSHAN,JIANGXI,CH	1 OBS	208	45	6	6
1963	1	0	10	0	0	126	246	2	0	82.51111111102861	39.877777777737904	275	999	0	2	OHI	195	0	1	64	0	0	0	0	"DOMED SLVR SCR 300'AWAY/20'alt
FIGs MOVE/WINDOWS "	SE/MILLERSPORT,OH	5 OBS	160	173	8	8
1963	1	0	10	0	1	87	231	5	0	-138.62222222208362	-34.9666666666317	-99	999	2	1	SAU	199	0	1	96	0	128	32	0	"SCR LANDS/FIELD
7'FIG/DIVING SUIT EXITS
2nd FIG."	nr ADELAIDE,S.AUSTR	2 BOYS+20	195	196	9	10
1963	2	0	10	0	2	0	253	2	0	2.0777777777757	53.444444444391	144	999	3	1	ENG	227	0	3	128	0	32	8	129	"TV RFI
MIL.JETS CHASE FAKE WHT CLOUD ACRS SKY!"	HYDE,CHESHIRE	2 CARS STALL	171	0	7	7
1963	17	1	10	0	3	0	253	2	0	0	89.99999999991	-99	999	11	1	USA	208	0	34	128	0	0	32	0	"LRG LUMn. MASSES OVR INDIAN OCEAN
Lightning clouds?"	MERCURY 8	WALLY SHIRRA	14	64	4	6
1963	3	0	10	0	4	6	255	2	0	72.8999999999271	41.999999999958	366	999	0	2	CNC	67	0	4	128	0	0	0	0	"ROW/BLK DOTS/FRONT
2000mph
FLAMING TAIL
/r242p141"	E.HARTLAND,CT	SLVR TRIANGLE	24	34	6	7
1963	3	0	10	0	4	93	255	1	0	81.5333333332518	41.3999999999586	293	999	0	2	OHI	67	0	2	128	0	0	0	3	"INTENSE OBLONG CGR W/BLU GLOW
HVRS FLASHES+FLICKERS/15sec"	BEDFORD,OH	1 OBS	185	31	6	6
1963	20	0	10	3	12	21	255	8	0	62.59999999993741	-33.1999999999668	107	0	1	4	CRD	67	0	1	34	2	160	144	3	"GIANT RBTS EXIT
TRUCK WIRING RUINED
/r215p24"	nr MONTE MAIZ,ARG	SCR BLOCKS ROAD	210	1	10	6
1963	20	0	10	2	21	129	255	40	0	65.2888888888236	-26.222222222196002	750	0	1	4	TCM	67	0	3	65	3	90	56	0	/FSRv12#1+v17#3+/LDLN#66/r8	TRANCAS,ARG	6 SCRS+CGR+FIGs ALLO FARMHOUSE+RR LINE	210	255	9	10
1963	2	0	10	0	22	33	255	10	0	-1.1333333333322	52.044444444392404	-99	999	3	1	ENG	195	0	17	128	1	0	32	0	"COMES FROM NE
HOVERS+SPIRALS
>>SE."	IPSWITCH,SUFFOLK	2-PART UFO=LRG+SMALL	2	219	6	8
1963	1	0	10	0	23	124	255	6	0	116.3888888887725	43.6111111110675	792	999	0	2	IDH	67	0	1	128	0	0	32	19	"SVRL OBS
CLASSIC SLVR SCR W/LOUD PULSATING SOUND
/r28p438"	MERIDIAN,ID	BBK#8603	24	34	7	9
1963	20	0	10	0	23	138	255	1	0	74.4111111110367	40.399999999959604	24	999	0	2	NJR	67	0	128	65	3	128	0	0	"LEGS "FLUTTER"
VFAST"	SW/SOUTH RIVER,NJ	3 FIGs/TIGHT GRY SUITS ZIP ACRS SR18	249	100	8	6
1963	12	0	10	0	24	0	253	2	0	3.0111111111081	56.3111111110548	48	999	3	1	SCT	71	0	8	128	0	0	0	3	"NLT VHI GOES N>S
CCLs STAR
WELL DETAILED+UID/BBK#8604"	CUPAR,FIFE,SCOT	2 KIDS	59	167	5	6
1963	16	0	10	0	25	0	253	1	0	151.1666666665155	21.8111111110893	0	999	2	4	HWI	217	0	9	128	0	0	0	3	" UFO nr HAWAII
BBK#UNK
NFD"	PACIFIC 151�10W-21�49N	NORTHWEST AIRLINES CREW	56	1	4	9
1963	17	1	10	0	29	101	255	20	0	0	89.99999999991	-99	999	11	2	ARS	194	65	32	128	0	0	0	0	"RUBY RED SPOTS/CRATER ARISTARCHUS
+27NOV/APRO 1'64"	LOWELL OBS.,AZ	ASTRONOMERS	24	34	6	9
1963	20	0	10	0	31	26	255	3	0	-145.6444444442988	-38.711111111072405	-99	999	2	1	VCT	199	0	11	128	1	32	0	0	"NLTS/sep.obs
/r242p141+/FSR'64#3"	DALYSTON,AUST	3M GLOW-OBJ TURNS+FOLOS TRUCK	24	34	6	8
1963	12	0	10	3	31	84	255	12	0	47.5444444443969	-24.6888888888642	1	999	1	1	SPL	71	4	65	128	5	134	48	1	"> into RIVER
STIRS MUD
NO TRACE
/r111p217"	nr IGUAPE,BRZ	SLVR 8M SCR HITS TREE	210	1	7	9
1963	13	0	11	2	0	6	231	15	0	-9.99999999999	38.999999999961005	0	999	3	11	SRD	169	0	8	128	1	32	2	9	"STRONG BLIP HRS/80k'
DROPS 15k'/20secs
>OVR USS FDR"	off SARDINIA	USN RDR MAN	195	42	5	6
1963	20	0	11	0	0	72	229	1	0	-1.4333333333319	41.1777777777366	-99	999	3	6	TRG	71	0	128	17	0	0	0	0	"SML BLACK BEING CROSSES ROAD 150M AHEAD
NO UFO SEEN"	COMARRUGA,SP	2/CAR	50	8	7	7
1963	14	0	11	0	3	0	253	1	0	173.999999999826	39.99999999996	0	999	2	4	NPC	41	0	8	128	0	0	0	3	"NAVY SHIP OBS
NFD AT ALL"	USS FALGOUT/PACIFIC 174W-40N	BBK#UNKN	56	71	5	7
1963	2	0	11	0	3	9	255	2	0	73.93333333325941	40.666666666626	15	999	0	2	NYK	199	0	8	128	1	0	0	0	"STAR MNVRS OVR AIRPORT
45�+90�TURNS
SPEEDS AWAY"	CORONA,NY	AIRCRAFT MECHANIC	242	141	5	7
1963	14	0	11	0	11	0	253	1	0	172.999999999827	39.99999999996	0	999	2	4	NPC	41	0	8	128	0	0	0	3	"SAME NAVY SHIP AGAIN
NFD AT ALL"	USS FALGOUT PACIFIC 173W-40N	BBK#UNKN	56	71	5	7
1963	2	0	11	0	11	3	255	1	0	95.2333333332381	38.9666666666277	254	999	0	2	KNS	195	1	1	128	0	0	0	0	"SILENT 25'SCR/DIM LITES/EDGE
E>>S/10sec
135mph
300'alt"	LAWRENCE,KS	ASTRONOMER	18	102	6	7
1963	2	0	11	0	12	0	253	8	0	82.4666666665842	42.9777777777348	180	999	0	2	MCH	195	0	1	128	66	48	32	24	"BIG SEGMENTED WINDOW
WHINES
>NW
/r28p438"	PORT HURON,MI	COPS CHASE LRG LO OBJ	24	34	7	9
1963	14	0	11	0	12	132	253	1	0	60.999999999939	-39.99999999996	0	999	1	4	SEA	163	0	3	128	0	32	8	0	"OK AFTER
/r215p49"	SS MEDANOS/off ARGENTINA	COMPASSES TURN twrd HUGE RND OBJ	24	40	7	10
1963	7	0	11	0	14	29	255	5	0	119.7444444443247	39.144444444405295	1419	999	0	2	NVD	195	0	1	128	3	70	40	0	"RFI
BEAM LITES HILLTOP
/r242p141"	CARSON CITY,NV	HUGE BLU SCR HVRS/NWW SKY	24	34	8	9
1963	12	0	11	0	16	120	254	8	0	-1.0888888888878	51.0666666666156	-99	999	3	1	ENG	71	72	8	16	0	0	0	128	"NLT /TREES
HEADLESS MANSIZE BAT
/FSR'64#2+/r8#588"	SANDLING PARK,KENT	4 TEENS	10	112	12	4
1963	20	0	11	1	19	49	255	1	0	-139.8666666665268	35.7666666666309	-99	999	6	1	HNS	195	68	128	128	16	0	32	128	"BLK CAR AHEAD/TOKYO PLATES SUDDENLY ALL SMOKE
VANISHES!"	KANAMACHI,JPN	3/CAR	195	142	11	8
1963	13	0	11	0	20	108	254	5	0	1.7444444444427	57.16666666660951	0	999	3	1	SCT	13	0	72	128	0	128	32	0	SINKS W/O TRACE	NORTH SEA nr ABERDEEN,SCOT	FLASHING RED LITE,20'OVR SEA	44	41	5	9
1963	4	0	11	0	20	126	254	2	0	97.54444444434691	48.977777777728804	250	999	0	2	NDK	67	0	1	128	1	48	0	0	"SHOOTS>>SE
NFD
/r78p198+/r242p141"	E/NECHE,ND	BRITE ORG SCR BUZZES 2 GIRLS/CAR	24	34	6	7
1963	2	0	11	0	21	107	255	1	0	-2.5999999999974	46.411111111064706	-99	999	3	5	ALR	67	0	2	128	0	0	0	0	"RECT.CYL >>NNE OVR TOWN
UP+DOWN IN SINE WAVE."	MONTLUCON,FR	COLLEGE STUDENT	194	134	6	6
1963	10	0	11	0	21	138	254	1	0	-1.0666666666656	51.0777777777267	-99	999	3	1	ENG	135	80	1	32	0	128	48	0	3 60cm FPRINT+CRUSHED VEG.	SANDLING ESTATE,KENT	GLOW-OVOID ovr FOOTBALL FIELD	67	20	8	4
1963	2	0	12	0	2	57	255	2	0	85.6444444443588	42.9444444444015	183	999	0	2	MCH	67	0	1	128	0	0	0	0	"PANCAKE SCR TILTS
GLEAMS/SUNLITE
>>SE
/r242+/APRO 5'64"	GRAND RAPIDS,MI	1/CAR	24	34	6	6
1963	12	0	12	0	5	0	253	5	0	55.8333333332775	-34.888888888854	35	999	1	3	MNT	199	0	1	128	1	16	0	0	"MTLC SCR HVRS+"BALANCES GENTLY"
/r78p199"	nr CARRASCO,URG	100s/RESORT+AIRPORT	242	141	6	12
1963	14	0	12	0	9	0	253	1	0	17.666666666649	40.333333333293	0	999	2	3	NAT	41	0	8	128	0	0	0	3	NFD AT ALL	ATLANTIC 17�40W-41�20N BBK#UNKN	MIL OBS	56	71	5	6
1963	18	0	12	0	10	141	255	2	0	2.2999999999977	52.64444444439181	92	0	3	1	ENG	163	0	1	128	3	128	0	0	"DOME LANDS BHND HANGAR
SEARCHES/GRN BEAM
/FSRv10#2"	RAF COSFORD,ENGL	AIRMEN/GND	120	56	7	9
1963	2	0	12	0	11	42	255	1	0	123.17777777765461	45.2111111110659	49	999	0	2	ORE	195	1	8	128	0	0	0	3	NLT HVRS FLASHES+SLOWS DOWN	McMINNVILLE,OR	ASTRONOMER/COLLEGE DEAN DOLAN	185	31	4	9
1963	3	0	12	2	14	6	255	5	0	-27.444444444417	-26.8444444444176	-99	999	8	1	OFS	67	0	1	128	3	32	0	0	"15M SCR DIVES/CAR
HVRS 2min/15M
/FSRv10#3+/r70p3-86"	NW/PARYS,RSA	LRG AREA LIT	8	79	7	7
1963	16	0	12	0	16	103	255	1	0	175.8999999998241	39.99999999996	0	999	2	4	NPC	57	0	8	128	64	0	0	3	"OBS/MIL PLANE
WHT NLT BLINKS 2-3x/sec CROSSING SKY"	PACIFIC N/MIDWAY	BBK#8654	185	31	4	7
1963	20	0	12	0	16	126	254	9	0	60.8444444443836	-31.7666666666349	12	0	1	4	STF	67	64	128	1	4	16	40	0	"RADIO+CARBIDE LAMP OUT
OID TAKES OIL SAMPLE!"	SAUCE VIEJO,ARG	RR MAN/SIDING	113	154	11	6
1963	3	0	12	0	24	119	255	1	0	1.8999999999981	53.4111111110577	336	999	3	1	ENG	67	4	8	0	0	8	8	0	"CAR BATTERY DIES
UFO/type unk PASSES
COWS ILL
/news"	ROWARTH,DERBYs	FARMER	79	21	6	6
1963	12	0	12	2	25	132	253	5	0	-9.4555555555461	0.37777777777740007	-99	999	8	10	GAB	71	0	1	21	128	130	16	0	"TERRIFYING OID UNINTELLIGIBLE
FOOTPRINTS
/LDLN#70"	LIBREVILLE,GABON	UFO LANDS	8	80	9	5
1963	3	0	12	0	27	96	255	5	0	-0.0999999999999	51.6777777777261	-99	999	3	1	ENG	67	0	17	128	1	132	16	0	"CIRC.DEPRESSION W/TRIPOD
/FSR v10#2+/r70p3-88"	EPPING,ESSEX	8'SCR LANDS/FIELD	2	103	7	8
1963	4	0	12	3	28	134	255	5	0	-176.21111111093492	-38.0888888888508	-99	999	2	2	NI 	65	0	9	128	0	0	0	0	PULSES/REGULAR INTERVALS	NGONGOTAHA,NZ	MOONSIZE RED DOUBLE-RING/LITE >W SLOW	210	3	5	6
1964	0	0	1	0	1	0	253	10	0	-121.4555555554341	31.233333333302102	-99	999	5	1	SHG	247	0	2	128	0	0	0	65	"HUGE CGR >SW SLOW
MIGs CANT CATCH IT
"US MISSILE"/r208p45"	SHANGHAI,CH	MANY OBS	120	208	6	11
1964	12	0	1	0	2	78	249	8	0	-7.4999999999925	43.777777777734	-99	999	3	5	AMR	71	64	1	128	0	128	32	16	"RESTS/PEDESTAL
SPLITS!
VOICES
"	GARAVAN,FR	FLAT 15M DISK 10cm THICK	194	202	8	6
1964	1	0	1	0	7	108	255	1	0	-8.4666666666582	45.69999999995431	-99	999	3	9	NO 	195	0	16	128	0	128	0	0	"STRANGE 1M OBJ NEARLY GRAZES HILLTOPS/12 sec
+SEP.OBS"	BORGOMANERO,ITL	3 OBS	39	56	6	8
1964	13	0	1	0	9	135	255	10	0	-16.1222222222061	38.9111111110722	0	0	3	9	RC 	199	4	65	128	0	128	0	128	"GRN SCRS MNVR OFFSHORE
/SURFACE as boat nears
DIVE"	off NICASTRO,ITL	SVRL OBS	39	56	7	8
1964	10	0	1	0	23	106	255	30	0	79.1333333332542	37.377777777740405	249	0	0	2	VRG	67	0	1	1	128	144	0	0	"3 OIDS EXIT+SPEAK GIBBERISH
OBS FROZEN"	LYNCHBURG,VA	2 DRK SLNT SCRS /WOODS	113	184	8	6
1964	13	0	1	0	23	126	255	240	0	-137.4999999998625	-13.8333333333195	0	999	2	1	NTR	205	0	72	128	1	160	40	0	"UNDERWATER NLTS BUZZ SHIP
1 TURNS
/r249p487"	NE Pt/GROOT EYLANDT,AU	COMPASS OFF	44	112	7	8
1964	0	0	2	1	0	0	240	53	0	-114.28888888877461	22.344444444422102	-99	999	5	1	HKG	231	68	1	128	0	0	32	0	1+/WEEK FOR MONTHS!	KAI TAK AIRPORT,HONG KONG	LO-ALT UFOS MIMIC PLANES LANDING	208	20	8	10
1964	18	0	2	0	0	105	247	30	0	77.333333333256	45.9111111110652	137	999	0	1	ONT	35	0	1	128	0	0	0	0	30'ROUND OBJ HVRS/30+min OVR OTTAWA RIVER	PETAWAWA,ON	2 MIL.OBS ICE-FISHING	252	37	7	6
1964	7	0	2	0	3	12	255	2	0	-130.9777777776468	-26.199999999973798	-99	999	2	1	SAU	67	72	128	64	2	0	32	128	"TOUCHES BLK BOX+OBS ASLEEP!
/r25p126"	GUM CREEK,S.AUST	FIG APPEARS like magic	96	161	11	4
1964	1	0	2	3	19	6	255	2	0	-152.1888888887367	-4.1999999999958	2	2	2	4	PNG	71	64	16	128	1	80	32	128	"GLOBE/LITE in BEDROOM
2 EXTRA DOORS to VERANDA!
NFD"	RABAUL,PAPUA-NG	2/HOME	210	3	9	7
1964	20	0	2	0	25	132	253	60	0	59.799999999940205	-35.6333333332977	40	0	1	4	BNA	67	0	8	128	0	128	0	0	"2 HIGHLY LUMn.OBJs HVR/1hr
1 LANDS/FIELD
1 SHOOTS >>N
NFD"	SALADILLO,ARG	1/CAR	156	12	6	6
1964	14	0	2	0	28	0	253	1	0	169.99999999983	50.666666666616	0	999	2	4	ALU	41	0	8	128	0	0	0	3	"MIL OBS
NFD AT ALL"	PACIFIC 170�00W-50�40N	BBK#UNKN	56	72	4	7
1964	1	0	2	0	29	84	255	10	0	-138.55555555541702	-34.955555555520604	-99	999	2	1	SAU	71	0	1	68	0	128	0	0	"LRG SCR +/PADDOCK
TALL FIG EXITS+WALKS AROUND.."	PLYMPTON,S.AUSTRL	2 BOYS	96	161	8	6
1964	0	0	3	0	0	138	247	2	0	-69.222222222153	54.877777777722905	-99	999	9	5	SVK	195	2	1	128	3	144	0	1	"2 SCRS MNVR
BEAM HITS MEN>PSYCO-EFFECTS
/LDLN#204"	PETROPAVLOVSK,KAZAKH	4 OBS	9	186	9	8
1964	17	1	3	0	8	0	253	1	0	0	89.99999999991	-99	999	11	1	RUS	224	8	3	128	0	0	32	0	undefined	VOSHOD 2	RUSS COSMONAUTS REPORT UID OBJECT AS THEY RE-ENTER EARTH ATMOSPHERE	14	64	6	7
1964	14	0	3	0	14	0	253	1	0	171.66666666649502	43.011111111068104	0	999	2	4	NPC	41	0	8	128	0	0	0	3	"MIL OBS
NFD AT ALL"	PACIFIC 171�40W-43�01N	BBK#UNK	56	72	5	7
1964	4	0	4	0	0	0	240	16	0	113.999999999886	46.8666666666198	975	0	0	2	MNT	195	0	1	1	130	129	0	0	"BEAMS FOLO 2
TOT ABD REPEATEDLY"	nr MISSOULA,MT	SCR VISITS RANCH SVRL TIMES	160	252	10	7
1964	20	0	4	1	3	126	255	4	0	89.7222222221325	42.7555555555128	183	999	0	2	WSC	195	1	8	128	0	0	0	3	"SCIENTIST+3/CAR
4 HUGE RED NLTS/FORMn/TILTS
/r8#594"	MONTICELLO,WI	BBK#8729	106	59	4	9
1964	1	0	4	1	7	78	253	5	0	36.0444444444084	-7.066666666659601	657	0	1	1	PBA	67	0	1	1	4	134	0	0	3 OIDS W/BACKPACKS EXIT+TAKE ROCKS+PLANTS etc.	POCINHOS,PARAIBA,BRZL	UFO LANDS	105	8	8	6
1964	17	1	4	0	8	0	252	244	0	0	89.99999999991	0	999	11	1	GMN	190	1	24	128	1	32	2	0	"FOLO AROUND EARTH/1 ORBIT!
/r246p85"	GND Stns	4 UFOS SURROUND GEMINI CAPSULE	24	41	8	6
1964	14	0	4	1	9	0	253	1	0	-170.99999999982901	35.8333333332975	0	999	2	4	NPC	9	0	0	128	1	32	2	3	CAPE KENNEDY RDRS OBJ PURSUING MISSILE?	PACIFIC 171�00E-35�50N	BBK#UNK	120	111	6	6
1964	5	0	4	0	9	49	255	1	0	97.14444444434731	34.1666666666325	257	999	0	2	OKL	67	0	2	128	0	0	32	131	"OBS=ROLLINS
HUGE CGR W/PORTHOLES/10sec
VANISHES/THIN AIR
NFD"	ARDMORE,OK	BBK	3	42	8	6
1964	8	0	4	0	11	111	255	45	0	76.2555555554793	42.7444444444017	340	999	0	2	NYK	195	0	3	128	1	0	32	11	"COP+MD+2
BRITE VERT.CGR HVRS
OFFLOADS SCRS+AWAY
/r70p3-89"	NW/HOMER,NY	BBK#8739	2	213	7	9
1964	2	0	4	0	13	0	253	1	0	0.0111111111111	51.5666666666151	-99	999	3	1	ENG	195	4	66	128	0	128	0	0	"9'SLVR CGR CRASHES>CANAL
SCARS CEMENT SIDING"	WALTHAMSTOW,LONDON	SVRL OBS	44	226	8	9
1964	20	0	4	0	14	58	255	10	0	121.57777777765621	39.8111111110713	732	0	0	2	CLF	67	2	1	128	196	176	8	0	"MANS HAIR STAND/END
DOMED SCR/HOSE SUCKS WATER/CANAL"	nr MAGALIA,CA	TRUCK EMEs	79	21	8	6
1964	16	0	4	1	20	24	254	70	0	-166.2888888887226	-77.0666666665896	-99	999	2	8	MCM	181	64	1	128	8	32	43	192	"9 UFOS
RDO+RDR EME
ENGINES STOP
C130 KEEPS FLYING"	McMURDO NAS,ANT	6/USCG C130	210	95	12	9
1964	7	0	4	3	22	126	255	3	0	108.3666666665583	32.3444444444121	1300	999	0	2	NMX	195	0	1	128	3	32	0	16	"ENTIRE DESERT LIT
4M SCR BUZZES CAR
WHINES
>>N"	E/LORDSBURG,NM	3/CAR	210	5	7	7
1964	3	0	4	0	24	61	255	120	0	76.3444444443681	42.0666666666246	247	0	0	2	NYK	67	32	1	1	133	134	52	16	"SCR
OIDS TAKE SOIL+FERTILIZER
/r211p38/r249p346+/r4p58+/r41p474"	TIOGA,NY	FARM	24	35	11	4
1964	2	0	4	0	24	107	255	10	0	106.888888888782	34.0444444444104	1415	999	0	2	NMX	195	5	1	1	5	134	52	95	"4'OIDS by OVOID
DOORS SLAM
>>SSW
TRCS"	SOCORRO,NM	COP	24	35	9	8
1964	3	0	4	3	24	126	254	15	0	106.1888888887827	35.0555555555205	2025	30	0	2	NMX	67	0	1	128	0	40	40	16	".22 SLUGS PING OFF SCR/30M alt
SCR>N
/r79p21+/MJ#252"	EDGEWOOD,NM	TRUCK EMES	210	7	7	6
1964	10	0	4	0	24	141	251	15	0	88.49999999991151	48.7666666666179	211	999	0	1	ONT	199	0	24	128	3	112	0	131	"LRG WHT BEAM SEARCHES VCLOSE
SRC SLNT/LOW CLOUDS
>>NE+UP"	DORION,ONT	5/WOODS	98	34	6	9
1964	7	0	4	3	26	3	255	3	0	106.0444444443384	36.37777777774141	2110	999	0	2	NMX	67	0	2	128	0	130	16	3	"BLU FLAMES
TRACES
/r111p222+/MJ#252"	N/LA MADERA,NM	SLNT 8M VERTCL.OVOID/GND	210	7	7	7
1964	7	0	4	0	28	48	253	1	0	106.5999999998934	32.0333333333013	1159	999	0	2	NMX	195	0	49	128	1	32	8	8	"RED GLO-ORB HVRS LO
>>W
CAR EMES/ALBUQQ"	ANTHONY,NM	COPS+MANY	24	35	6	10
1964	8	0	4	0	29	129	255	10	0	111.73333333322161	46.66666666662	1180	0	0	2	MNT	195	0	3	128	0	130	16	0	"GLOWING OVOID LANDS
TRACES/DIRT
/r111p223+/APRO 7'64"	CANYON FERRY,MT	SVRL OBS	24	35	7	7
1964	7	0	4	3	30	0	253	5	0	106.64444444433781	33.8111111110773	1200	0	0	2	NMX	179	0	1	128	1	129	1	77	"PHOTO RECON CALLED
/r214p117"	STALLION TEST SITE,NM	B57 RADIOS WHT OVOID LANDED	210	7	7	7
1964	7	0	4	0	30	0	253	5	0	116.2111111109949	35.2777777777425	270	0	0	2	CLF	67	0	1	128	0	130	16	0	"BRN SCR HVRS+LANDS
LRG DENT/SAND
/FSR'64#5+/r8#600"	US91 17km SW/BAKER,CA	3 OBS	2	104	8	8
1964	1	0	4	0	30	62	255	2	0	106.4777777776713	31.7666666666349	1109	10	0	2	TXS	67	0	1	128	0	0	0	0	"DINNER-PLATE SCR HVRS/10M
WOBBLES

SPINS AWAY like a frisbee"	EL PASO,TX	3 OBS	24	35	6	7
1964	7	0	5	3	2	84	254	60	0	108.27777777766951	37.3444444444071	2143	999	0	2	CLR	195	8	2	128	0	0	0	0	CYLS TUMBLE nr FARMINGTON,NM	MANCOS+SUMMIT RIDGE,CO	2 FAST CYLs W/FINS/60M alt	210	17	5	9
1964	8	0	5	3	3	35	255	10	0	-149.1666666665175	-35.333333333298	-99	999	2	1	ACT	195	1	8	128	0	0	0	12	"2 NLTS COLLIDE+BOUNCE
1 >>NNE
1 HVRS
Rpts to CIA+NSA"	nr CANBERRA,AUS	3 CAMPERS	210	15	5	8
1964	3	0	5	0	5	51	255	1	0	96.74444444434769	46.655555555508904	281	0	0	2	MNS	67	0	17	128	0	130	16	0	"OVOID RISES/FIELD+ INTO CLOUD
CAVITY+IMPRINTS/GND
/r8#602"	COMSTOCK,MN	FARMER	24	35	7	6
1964	1	0	5	3	8	62	255	2	0	106.333333333227	35.0777777777427	1925	999	0	2	NMX	67	0	1	128	0	0	0	0	"SLNT PLAIN SLVR OVOID SPINS OVR MANZANO Mtns
>>E+AWAY"	E/TIJERAS,NM	1 OBS	210	17	6	6
1964	3	0	5	2	9	66	255	2	0	81.3777777776964	41.0555555555145	351	0	0	2	OHI	67	0	1	128	0	128	0	0	"3M SLVR DOMED SCR LANDS/FIELD nr RESERVOIR
/R.Palmer"	MOGADORE,OH	3 KIDS	8	91	7	7
1964	0	0	5	0	9	134	255	1	0	87.6777777776901	41.8666666666248	180	999	0	2	ILN	67	0	1	128	0	0	0	3	"1 OBS
3 GRN CRESCENTS/TIGHT FORMATION E>>W
SIZE+CLR OSCs"	CHICAGO,IL	BBK#8788	185	32	6	6
1964	20	0	5	0	10	129	255	2	0	66.8333333332665	-29.666666666637	498	2	1	4	LRJ	67	0	1	128	0	160	24	16	"LITES+ENGINE EME
SCR /TREES
SLOW
/r215p14+/r41p396+/r79"	nr LA RIOJA,ARG	3/VAN	156	12	7	8
1964	3	0	5	0	13	134	255	60	0	121.6888888887672	38.1555555555174	7	0	0	2	CLF	67	128	3	128	0	130	16	3	"1 LANDS/FIELD
+SVRL Rpts/CGRS
/r74p14+/r8#604"	RIO VISTA,CA	2 SCRS GLOW	24	35	8	8
1964	20	0	5	0	14	0	253	1	0	65.43333333326791	-24.7888888888641	1185	8	1	4	SLT	195	0	1	128	1	32	0	0	"10M PLATE-SCR HVRS/8M ovr ROADSIDE
 on APPROACH
GONE/SECs"	nr SALTA,ARG	4/CAR	156	15	6	8
1964	7	0	5	0	15	69	255	25	0	106.64444444433781	33.911111111077204	1280	999	0	2	NMX	163	0	1	128	64	1	34	129	"PERFECT FLITE MNVRS
SEND PROPER IFF SIGNALS"	N/STALLION SITE,NM	2 SCRS RDR/VISL	111	226	9	7
1964	20	0	5	0	15	135	255	4	0	109.42222222211281	47.055555555508505	1208	999	0	2	MNT	195	0	1	128	1	0	0	0	"SCR BOBS + OVR ROADWAY AHEAD/4 min.
THEN >>W
/r3p45"	LEWISTOWN,MT	TEACHER+4	24	35	6	9
1964	3	0	5	0	18	45	255	3	0	122.7999999998772	45.1777777777326	55	0	0	2	ORE	67	64	3	128	4	134	48	19	"BEEPS
TRACES/SOIL
/MJ#253+/r8+/r83p120"	HUBBARD,OR	4'SQR BOX/4 LEGS LANDS/FLD	24	35	8	6
1964	1	0	5	0	18	104	255	17	0	77.111111111034	38.711111111072405	35	999	0	2	VRG	65	0	1	128	0	0	0	3	"CVL ENGINEER
WHT OVOID SPLITS TWICE
MOVES AROUND MOON"	Mt VERNON,VA	BBK#8811	185	32	6	6
1964	2	0	5	0	18	134	255	8	0	71.1444444443733	42.7111111110684	15	999	0	2	MSC	243	0	40	128	0	0	32	0	"VBRITE NLT >SSE
360�TURN
>>1600kph
no sonic boom"	LAWRENCE,MA	PILOT++	24	44	3	9
